Chain Name,Article ID,Chain & Article Combination,Article DESC,FG,MRP,VLCC Category,VLCC Sub Category,
19,490997975,Reliance CNC490997975,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
19,490997976,Reliance CNC490997976,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
19,490997977,Reliance CNC490997977,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
19,490997985,Reliance CNC490997985,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
19,490997990,Reliance CNC490997990,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
19,490997993,Reliance CNC490997993,Mandarin & Tomato Fairness Face Wash,F0187-001,250,Skin Care,Face Wash,
19,490997995,Reliance CNC490997995,Pineapple & Papaya Gentleexfoliating Scrub,,,Skin Care,Scrub,
19,490997999,Reliance CNC490997999,Liquorice & Fenugreek Naturalfairness Face Mask,,,Skin Care,Mask,
19,490998006,Reliance CNC490998006,Vlcc Insta Fair & Glow Fairness Crm 50Gm,,,Others,Others,
19,491061435,Reliance CNC491061435,Insta Glow Diamond Bleach-30 Gm,F0033-001,75,Bleach,Bleach,
19,491061436,Reliance CNC491061436,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
19,491061437,Reliance CNC491061437,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
19,491061440,Reliance CNC491061440,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
19,491061453,Reliance CNC491061453,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
19,491107990,Reliance CNC491107990,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
19,491107991,Reliance CNC491107991,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,
19,491108319,Reliance CNC491108319,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
19,491108320,Reliance CNC491108320,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
19,491108321,Reliance CNC491108321,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
19,491108322,Reliance CNC491108322,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
19,491108326,Reliance CNC491108326,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
19,491108327,Reliance CNC491108327,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,
19,491108512,Reliance CNC491108512,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
19,491108513,Reliance CNC491108513,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
19,491108514,Reliance CNC491108514,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,
19,491202705,Reliance CNC491202705,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
19,491202706,Reliance CNC491202706,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
19,491202707,Reliance CNC491202707,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
19,491202708,Reliance CNC491202708,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
19,491297280,Reliance CNC491297280,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
19,491361227,Reliance CNC491361227,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
19,491361228,Reliance CNC491361228,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
19,491361229,Reliance CNC491361229,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
19,491361230,Reliance CNC491361230,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
19,491375988,Reliance CNC491375988,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
19,491375989,Reliance CNC491375989,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
19,491375990,Reliance CNC491375990,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
19,491417035,Reliance CNC491417035,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
19,491417039,Reliance CNC491417039,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
19,491417052,Reliance CNC491417052,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) – Bulk Jar,,,SunCare,SunCare,
19,491438637,Reliance CNC491438637,Vlcc Pocket Parfum - Jar,,,Parfum,Parfum,
19,491440183,Reliance CNC491440183,Vlcc Ayush Men Shaving Cream 125 Gm,F0467-001,45,Mens Range,Mens Range,
19,491467973,Reliance CNC491467973,Vlcc Oil Infused Total Nourishment Fruit Cream Pet Jar 24No,,,Skin Care,Jar,
19,491488527,Reliance CNC491488527,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
19,491488528,Reliance CNC491488528,Vlcc White & Bright Glow Hand & Body Lotion – 100Ml,,,Skin Care,Lotion,
19,491488529,Reliance CNC491488529,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
19,491488530,Reliance CNC491488530,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
19,491488531,Reliance CNC491488531,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
19,491488532,Reliance CNC491488532,Active Fruits Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
19,491488533,Reliance CNC491488533,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
19,491488534,Reliance CNC491488534,Detan Glow Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
19,491488535,Reliance CNC491488535,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
19,491488536,Reliance CNC491488536,Vlcc 3 In 1 Intensive Care Cold Cream Pet Jar 24No,,,Skin Care,Jar,
19,491488537,Reliance CNC491488537,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
19,491488538,Reliance CNC491488538,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
19,491488539,Reliance CNC491488539,Vlcc Vasoplus Petroleum Jelly 7Gmx36N,,,Skin Care,Jar,
19,491488541,Reliance CNC491488541,Cocoa Butter Lip Balm Strip Of 6,,,Lip Care,Lip Care,
19,491488543,Reliance CNC491488543,Hydrating Lip Balm Strip Of 6,,,Lip Care,Lip Care,
5,491439991,Reliance Retail491439991,I Kohl - Black,T0303-001,160,EyeCare,EyeCare,
5,491439992,Reliance Retail491439992,I Kohl - Blue,T0304-001,199,EyeCare,EyeCare,
5,491439993,Reliance Retail491439993,I Kohl - Green,T0305-001,199,EyeCare,EyeCare,
5,490126308,Reliance Retail490126308,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
5,490126310,Reliance Retail490126310,Lavang Moisturiser 100Ml,F0196-001,170,Skin Care,Moisturiser,
5,490126337,Reliance Retail490126337,Shape Up Body Sculpting Cellulite Reduction Gel 100Gm,,,Shape UP,Shape UP,
5,490126357,Reliance Retail490126357,Moisturising Sun Block Cream Spf 25,,,SunCare,SunCare,
5,490935538,Reliance Retail490935538,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
5,490935539,Reliance Retail490935539,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
5,490935540,Reliance Retail490935540,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
5,490935541,Reliance Retail490935541,Insta Glow Herbal Bleach 27Gm,F0032-001,55,Bleach,Bleach,
5,490935543,Reliance Retail490935543,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
5,490935953,Reliance Retail490935953,Vlcc Strawberry Lip Shield,,,Lip Care,Lip Care,
5,490935955,Reliance Retail490935955,Vlcc Mandarin Lip Shield,,,Lip Care,Lip Care,
5,490935963,Reliance Retail490935963,Vlcc Fair & Glow Clrskn 2In1 Scrub50Gm,,,Others,Others,
5,490935967,Reliance Retail490935967,Dtan Facial Kit,F0091-005,499,Facial Kits,Regular kit,
5,490935968,Reliance Retail490935968,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
5,490935969,Reliance Retail490935969,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
5,490935970,Reliance Retail490935970,Fruits Facial Kit,F0387-002,499,Facial Kits,Regular kit,
5,490935971,Reliance Retail490935971,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
5,490935972,Reliance Retail490935972,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
5,490935974,Reliance Retail490935974,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
5,490935975,Reliance Retail490935975,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
5,490935977,Reliance Retail490935977,Shape Up Slimming Oil 200 Ml,,,Shape UP,Shape UP,
5,490935978,Reliance Retail490935978,Shape Up Bust Firming Creamnew,,,Shape UP,Shape UP,
5,490935981,Reliance Retail490935981,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
5,490935983,Reliance Retail490935983,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
5,490935985,Reliance Retail490935985,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
5,490935986,Reliance Retail490935986,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
5,490935988,Reliance Retail490935988,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,
5,490935989,Reliance Retail490935989,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,
5,490935990,Reliance Retail490935990,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
5,490935992,Reliance Retail490935992,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
5,490935995,Reliance Retail490935995,Wild Turmeric Face Wash 80Ml,F0233-001,148,Skin Care,Face Wash,
5,490935996,Reliance Retail490935996,Aloevera Soothing Body Lotion 200 Ml,,,Skin Care,Lotion,
5,490935997,Reliance Retail490935997,Rose Face Scrub 80G,F0210-001,180,Skin Care,Scrub,
5,490936001,Reliance Retail490936001,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
5,490936002,Reliance Retail490936002,Mulberry Lightening  Body Lotion 350 Ml,,,Skin Care,Lotion,
5,490936003,Reliance Retail490936003,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
5,491488538,,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
5,490936004,Reliance Retail490936004,Oil Free Sun Screen Gel Spf15New,,,SunCare,SunCare,
5,490936005,Reliance Retail490936005,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
5,490936006,Reliance Retail490936006,Moisturising Sun Block Cream Spf 25,,,SunCare,SunCare,
5,490936007,Reliance Retail490936007,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
5,490936008,Reliance Retail490936008,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
5,490936009,Reliance Retail490936009,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
5,490936013,Reliance Retail490936013,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
5,490936015,Reliance Retail490936015,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
5,490936016,Reliance Retail490936016,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
5,490936024,Reliance Retail490936024,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
5,490936025,Reliance Retail490936025,Honey Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
5,490936027,Reliance Retail490936027,Cherry Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
5,490936032,Reliance Retail490936032,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
5,490936033,Reliance Retail490936033,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
5,490936037,Reliance Retail490936037,Shape Up Slimming Oil 100 Ml,,,Shape UP,Shape UP,
5,490936038,Reliance Retail490936038,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
5,490936040,Reliance Retail490936040,Mulberry Lightening  Body Lotion 200 Ml,,,Skin Care,Lotion,
5,490936045,Reliance Retail490936045,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
5,490997974,Reliance Retail490997974,Hair Strengthening Oil 100 Ml,F0055-001,400,Hair Care,Oil,
5,490997975,Reliance Retail490997975,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
5,490997976,Reliance Retail490997976,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
5,490997977,Reliance Retail490997977,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
5,490997979,Reliance Retail490997979,Hair Smoothening Shampoo 350Ml,,,Hair Care,Shampoo,
5,490997982,Reliance Retail490997982,Hair Fall Repair Oil 100Ml,F0056-001,155,Hair Care,Oil,
5,490997984,Reliance Retail490997984,Orange Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
5,490997985,Reliance Retail490997985,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
5,490997989,Reliance Retail490997989,Cacti & Litchi Gentlehydratingface Wash,,,Skin Care,Face Wash,
5,490997990,Reliance Retail490997990,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
5,490997993,Reliance Retail490997993,Mandarin & Tomato Fairness Face Wash,F0187-001,250,Skin Care,Face Wash,
5,490997996,Reliance Retail490997996,Mangosteen & Lemon Gentleexfoliating Scrub,,,Skin Care,Scrub,
5,490998006,Reliance Retail490998006,Vlcc Insta Fair & Glow Fairness Crm 50Gm,,,Others,Others,
5,491061436,Reliance Retail491061436,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
5,491061437,Reliance Retail491061437,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
5,491061440,Reliance Retail491061440,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
5,491061444,Reliance Retail491061444,Kajal 1Gm,,,EyeCare,EyeCare,
5,491061445,Reliance Retail491061445,Enchanting Eye Kajal .3 Gm,,,EyeCare,EyeCare,
5,491061448,Reliance Retail491061448,Almond Under Eye Cream,F0169-001,240,Skin Care,Creams,
5,491061449,Reliance Retail491061449,De-Pigmentation Face Mask80 Gm,,,Skin Care,Depigmentation,
5,491061450,Reliance Retail491061450,De-Pigmentation Day Creamwith Spf 25,,,Skin Care,Depigmentation,
5,491061451,Reliance Retail491061451,De-Pigmentation Night Cream- 50 Gm,,,Skin Care,Depigmentation,
5,491061452,Reliance Retail491061452,De- Pigmentation Serum- 40 Ml,,,Skin Care,Depigmentation,
5,491061453,Reliance Retail491061453,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
5,491092377,Reliance Retail491092377,Vlcc Coco Butter Body Lotion 100Ml  ,,,Skin Care,Lotion,
5,491107990,Reliance Retail491107990,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
5,491107991,Reliance Retail491107991,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,
5,491108319,Reliance Retail491108319,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
5,491108320,Reliance Retail491108320,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
5,491108321,Reliance Retail491108321,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
5,491108322,Reliance Retail491108322,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
5,491108326,Reliance Retail491108326,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
5,491108327,Reliance Retail491108327,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,
5,491108328,Reliance Retail491108328,Anti Aging Face Mask 80 Gm,,,Skin Care,Anti Aging,
5,491108512,Reliance Retail491108512,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
5,491108513,Reliance Retail491108513,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
5,491108514,Reliance Retail491108514,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,
5,491108515,Reliance Retail491108515,Snigdha Skin Whitening Fc/Mask,,,Skin Care,Snighda,
5,491202705,Reliance Retail491202705,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
5,491202706,Reliance Retail491202706,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
5,491202707,Reliance Retail491202707,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
5,491202708,Reliance Retail491202708,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
5,491293175,Reliance Retail491293175,Shape Up Body Sculpting Cellulite Reduction Oil 100Ml,,,Shape UP,Shape UP,
5,491293176,Reliance Retail491293176,Shape Up Body Sculpting Cellulite Reduction Gel 100Gm,,,Shape UP,Shape UP,
5,491293177,Reliance Retail491293177,Rose Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
5,491293178,Reliance Retail491293178,Peach Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
5,491293180,Reliance Retail491293180,Vlcc Enchanting Eyes Kohl Blue.3Gm,,,EyeCare,EyeCare,
5,491297280,Reliance Retail491297280,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
5,491361227,Reliance Retail491361227,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
5,491361228,Reliance Retail491361228,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
5,491361229,Reliance Retail491361229,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
5,491361230,Reliance Retail491361230,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
5,491375988,Reliance Retail491375988,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
5,491375989,Reliance Retail491375989,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
5,491375990,Reliance Retail491375990,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
5,491417035,Reliance Retail491417035,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
5,491417036,Reliance Retail491417036,Vlcc Ayush Men Face Wash 50 Gm,F0403-001,75,Mens Range,Mens Range,
5,491417037,Reliance Retail491417037,Vlcc Ayush Men Scrub 50 Gm,F0405-001,80,Mens Range,Mens Range,
5,491417038,Reliance Retail491417038,Vlcc Ayush Men Moisturiser 50 Gm,F0406-001,150,Mens Range,Mens Range,
5,491417039,Reliance Retail491417039,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
5,491440179,Reliance Retail491440179,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
5,491470490,Reliance Retail491470490,Vlcc Pocket Parfum - Woody Forest,T0327-001,720,Parfum,Parfum,
5,491470491,Reliance Retail491470491,Vlcc Pocket Parfum - Herbal Forest,T0325-001,720,Parfum,Parfum,
5,491470492,Reliance Retail491470492,Vlcc Pocket Parfum - Naturel Lime,T0324-001,720,Parfum,Parfum,
5,491470493,Reliance Retail491470493,Vlcc Pocket Parfum - Floral Garden,T0326-001,720,Parfum,Parfum,
5,491470494,Reliance Retail491470494,Vlcc Pocket Parfum - Musky Naturel,T0328-001,720,Parfum,Parfum,
5,491488527,Reliance Retail491488527,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
5,491488528,Reliance Retail491488528,Vlcc White & Bright Glow Hand & Body Lotion – 100Ml,,,Skin Care,Lotion,
5,491488529,Reliance Retail491488529,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
5,491488530,Reliance Retail491488530,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
5,491488531,Reliance Retail491488531,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
5,491488532,Reliance Retail491488532,Active Fruits Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
5,491488533,Reliance Retail491488533,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
5,491488534,Reliance Retail491488534,Detan Glow Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
5,491488535,Reliance Retail491488535,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
5,491488537,Reliance Retail491488537,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
5,491488538,Reliance Retail491488538,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
5,491550544,Reliance Retail491550544,Vlcc Glam & Glo 10 In 1  Skin Perfector (Light To Fair) 30Ml,F0568-001,150,Skin Care,Glam Glow,
5,491550545,Reliance Retail491550545,Vlcc Glam & Glo 10 In 1  Skin Perfector (Medium Skin Tone) 3,F0569-001,150,Skin Care,Glam Glow,
5,491553123,Reliance Retail491553123,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
5,491553124,Reliance Retail491553124,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
5,491567253,Reliance Retail491567253,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
5,491600342,Reliance Retail491600342,Vlcc Ultimo Blends Charcl Face Wash 100Gm,F0607-001,225,Skin Care,Charcoal FW,
5,491434670,Reliance Retail491434670,3D Youth Boost Spf40 Sunscreen Gel Crème 50 Gm,F0439-001,275,SunCare,SunCare,
5,491440177,Reliance Retail491440177,Silver Single Facial Kit,F0101-009,250,Facial Kits,Single Kit,
5,491434669,Reliance Retail491434669,Radiance Pro Spf 30 Sun Screen Gel 50 Gm,F0437-001,265,SunCare,SunCare,
5,491440188,Reliance Retail491440188,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda SkinCare,Ayurveda SkinCare,
5,491440186,Reliance Retail491440186,Deep Pore Cleansing & Brightening Haldi Tulsi Facial Kit,F0383-001,200,Facial Kits,Ayurveda Single Kit,
5,491440187,Reliance Retail491440187,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda SkinCare,Ayurveda SkinCare,
5,491434668,Reliance Retail491434668,Fair+Glow Sun Screen Lotion Spf20 50 Ml,F0429-001,150,SunCare,SunCare,
5,491440181,Reliance Retail491440181,Vlcc Ayurveda Kesh Ayur Shakti Hair Oil 100Ml (+20Ml Free),T0285-001,,Ayurveda SkinCare,Ayurveda SkinCare,
5,491440180,Reliance Retail491440180,Vlcc Ayush Men Shaving Gel 60Gm,F0408-001,65,Mens Range,Mens Range,
5,491440182,Reliance Retail491440182,Vlcc Ayush Men Shaving Cream 70 Gm,F0466-001,30,Mens Range,Mens Range,
5,491434665,Reliance Retail491434665,Pearl Facial Kit,F0081-001,1100,Facial Kits,Premium Kit,
5,491440178,Reliance Retail491440178,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
5,491440185,Reliance Retail491440185,Vlcc Platinum Facial Kit,F0373-002,300,Facial Kits,Single Kit,
8,1014006,Spencer1014006,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
8,1028368,Spencer1028368,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
8,1028374,Spencer1028374,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,Ba stores
8,1028375,Spencer1028375,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,Ba stores
8,1028378,Spencer1028378,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
8,1028380,Spencer1028380,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,ba stores
8,1028383,Spencer1028383,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
8,1028385,Spencer1028385,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,Ba stores
8,1028391,Spencer1028391,Shape Up Slimming Oil 200 Ml,,,Shape UP,Shape UP,
8,1028392,Spencer1028392,Vlcc Shape Up Shaping Kit,,,Shape UP,Shape UP,
8,1028397,Spencer1028397,Oil Free Sun Screen Gel Spf15New,,,SunCare,SunCare,
8,1028398,Spencer1028398,Moisturising Sun Block Cream Spf 25,,,SunCare,SunCare,
8,1028399,Spencer1028399,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,ba stores
8,1028400,Spencer1028400,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,ba stores
8,1028401,Spencer1028401,Protein Conditioning Shampoo200 Ml,,,Hair Care,Shampoo,
8,1028403,Spencer1028403,Wild Turmeric Face Wash 80Ml,F0233-001,148,Skin Care,Face Wash,
8,1028406,Spencer1028406,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
8,1028407,Spencer1028407,Hair Strengthening Oil 100 Ml,F0055-001,400,Hair Care,Oil,
8,1028411,Spencer1028411,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
8,1028423,Spencer1028423,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
8,1028430,Spencer1028430,Snigdha Skin Whitening Fc/Mask,,,Skin Care,Snighda,
8,1072029,Spencer1072029,Hair Fall Repair Oil 100Ml,F0056-001,155,Hair Care,Oil,
8,1072030,Spencer1072030,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
8,1072033,Spencer1072033,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,Ba stores
