Chain Name,Article ID,Chain & Article Combination,Article DESC,FG,MRP,VLCC Category,VLCC Sub Category,
8,1072034,Spencer1072034,Pedi Glow Foot Care Kit,F0048-001,395,Foot Care Kit,Foot Care Kit,
8,1072035,Spencer1072035,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
8,1075015,Spencer1075015,Hair Fall Repair Shampoo 200Ml,,,Hair Care,Shampoo,
8,1075024,Spencer1075024,Party Glow Facial Kit 5 Session,F0357-001,600,Facial Kits,Regular kit,
8,1075025,Spencer1075025,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
8,1075026,Spencer1075026,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,Hyper & super xcept 
8,1075027,Spencer1075027,Fruits Facial Kit,F0387-002,499,Facial Kits,Regular kit,
8,1080585,Spencer1080585,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,Hyper & Ba store
8,1080621,Spencer1080621,Papaya Fruit Facial Kit 5 Session,F0356-001,600,Facial Kits,Regular kit,
8,1080630,Spencer1080630,Anti Aging Face Mask 80 Gm,,,Skin Care,Anti Aging,
8,1101214,Spencer1101214,Vlcc Anti Ageing Soap 125G,,,Others,Others,
8,1130931,Spencer1130931,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
8,1130932,Spencer1130932,Lavang Moisturiser 100Ml,F0196-001,170,Skin Care,Moisturiser,BA Stores
8,1135135,Spencer1135135,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
8,1155110,Spencer1155110,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
8,1182315,Spencer1182315,Almond Under Eye Cream,F0169-001,240,Skin Care,Creams,ba store
8,1182318,Spencer1182318,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
8,1183995,Spencer1183995,Vlcc Chin&Neck Fiming Cream 100Ml,,,Others,Others,
8,1185215,Spencer1185215,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
8,1186206,Spencer1186206,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
8,1186208,Spencer1186208,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,Ba stores
8,1186213,Spencer1186213,Shape Up Bust Firming Creamnew,,,Shape UP,Shape UP,
8,1207190,Spencer1207190,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
8,1231187,Spencer1231187,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
8,1231190,Spencer1231190,Diamond Facial Kit 6,,,Facial Kits,Premium Kit,
8,1231198,Spencer1231198,Vlcc Gws-Cellogist Tx Tb Vtl Water 140Ml,,,Others,Others,
8,1231199,Spencer1231199,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
8,1231200,Spencer1231200,Rose Face Scrub 80G,F0210-001,180,Skin Care,Scrub,
8,1231202,Spencer1231202,Vlcc Cond Hair Fall Repair 100Ml,,,Hair Care,Conditioner,
8,1231203,Spencer1231203,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
8,1231204,Spencer1231204,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
8,1231206,Spencer1231206,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
8,1233937,Spencer1233937,Dandruff Control Shampoo 200Ml,,,Hair Care,Shampoo,
8,1239617,Spencer1239617,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
8,1239623,Spencer1239623,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,Ba store
8,1239624,Spencer1239624,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,Ba store
8,1239625,Spencer1239625,Gold Radiance Peel-Off Mask 80,,,Skin Care,Mask,
8,1239626,Spencer1239626,Gold Polishing Face Scrub 80G,,,Skin Care,Scrub,
8,1239627,Spencer1239627,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
8,1246658,Spencer1246658,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
8,1246659,Spencer1246659,Aloevera Soothing Body Lotion 350 Ml,,,Skin Care,Lotion,
8,1246660,Spencer1246660,Vlcc Sw Uv Exâ  Dna De-Tox Uv Bw 35Ml,,,Others,Others,
8,1246662,Spencer1246662,Vlcc Spr Eye Brgtng Gel 15Ml,,,Others,Others,
8,1246663,Spencer1246663,Vlcc Hw Aqua Marine 24H Cream 30Ml,,,Others,Others,
8,1246664,Spencer1246664,Insta Glow Herbal Bleach 27Gm,F0032-001,55,Bleach,Bleach,
8,1246665,Spencer1246665,Shape Up Slimming Oil 100 Ml,,,Shape UP,Shape UP,
8,1246666,Spencer1246666,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,"Hyper & Super - East & North, AP & TG"
8,1246667,Spencer1246667,Vlcc Cocoa Butter Body Lotion 350 Ml,,,Skin Care,Lotion,
8,1246668,Spencer1246668,Vlcc Almond Body Lotion 200 Ml,,,Skin Care,Lotion,
8,1246669,Spencer1246669,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,All stores
8,1246670,Spencer1246670,Mulberry Lightening  Body Lotion 200 Ml,,,Skin Care,Lotion,
8,1246671,Spencer1246671,Mulberry Lightening  Body Lotion 350 Ml,,,Skin Care,Lotion,
8,1251717,Spencer1251717,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
8,1251718,Spencer1251718,Vlcc Platinum Facial Kit,,,Facial Kits,Single Kit,
8,1251719,Spencer1251719,Cherry Lip Balm 4.5 Gm,,125,Lip Care,Lip Care,Ba stores
8,1251722,Spencer1251722,Enbrighten Tinted Sunscreensoufflθ Spf 25,,,SunCare,SunCare,
8,1251723,Spencer1251723,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,ba
8,1255928,Spencer1255928,Hair Smoothening Shampoo 200Ml,,,Hair Care,Shampoo,
8,1255929,Spencer1255929,Hair Smoothening Shampoo 350Ml,,,Hair Care,Shampoo,
8,1255930,Spencer1255930,Vlcc Cond Dandruf Control Def Tube 100Ml,,,Hair Care,Conditioner,
8,1258346,Spencer1258346,Deep Pore Cleansing & Brightening Haldi Tulsi Facial Kit,F0383-001,200,Facial Kits,Ayurveda Single Kit,
8,1258347,Spencer1258347,Mandarin & Tomato Fairness Face Wash,F0187-001,250,Skin Care,Face Wash,
8,1258348,Spencer1258348,Vlcc Gw Cream Renewal 35Ml,,,Others,Others,
8,1258349,Spencer1258349,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
8,1258353,Spencer1258353,Cacti & Litchi Gentlehydratingface Wash,,,Skin Care,Face Wash,
8,1258354,Spencer1258354,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
8,1258355,Spencer1258355,Witch Hazel & Rose Watergentle Face Wash,,,Skin Care,Face Wash,
8,1258356,Spencer1258356,Witch Hazel & Rose Watergentle Face Wash,,,Skin Care,Face Wash,
8,1258357,Spencer1258357,Pineapple & Papaya Gentleexfoliating Scrub,,,Skin Care,Scrub,
8,1258359,Spencer1258359,Pomegranate & Aloe Vera Gentleexfoliating Scrub,,,Skin Care,Scrub,
8,1258363,Spencer1258363,Liquorice & Fenugreek Naturalfairness Face Mask,,,Skin Care,Mask,
8,1275889,Spencer1275889,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
8,1275890,Spencer1275890,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
8,1275891,Spencer1275891,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
8,1275892,Spencer1275892,Diamond Polishing Face Scrub 80G,,,Skin Care,Scrub,
8,1275893,Spencer1275893,Diamond Detoxifying Wash-Offmask 80G,,,Skin Care,Mask,
8,1275894,Spencer1275894,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,ba stores
8,1275895,Spencer1275895,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,ba stores
8,1275896,Spencer1275896,De-Pigmentation Face Mask80 Gm,,,Skin Care,Depigmentation,
8,1275897,Spencer1275897,De-Pigmentation Day Creamwith Spf 25,,,Skin Care,Depigmentation,
8,1275898,Spencer1275898,De-Pigmentation Night Cream- 50 Gm,,,Skin Care,Depigmentation,
8,1275899,Spencer1275899,De- Pigmentation Serum- 40 Ml,,,Skin Care,Depigmentation,
8,1275900,Spencer1275900,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,Ba stores
8,1275901,Spencer1275901,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,Ba stores
8,1278676,Spencer1278676,Vlcc Cw Matte De-Bac Cnt 35Ml,,,Others,Others,
8,1288292,Spencer1288292,Pearl Facial Kit,,,Facial Kits,Premium Kit,
8,1288293,Spencer1288293,Gold Facial Kit 6,,,Facial Kits,Premium Kit,
8,1288294,Spencer1288294,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
8,1288295,Spencer1288295,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
8,1288296,Spencer1288296,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
8,1288297,Spencer1288297,Anti Tan Facial Kit 5 Session,F0355-001,600,Facial Kits,Regular kit,
8,1288566,Spencer1288566,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
8,1288567,Spencer1288567,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
8,1288568,Spencer1288568,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,"HYPER SUPER EXCEPT KA, TN KR"
8,1289515,Spencer1289515,Vlcc Gw Stem-Cellogist Txtd Yth Crm 30Ml,,,Others,Others,
8,1289532,Spencer1289532,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
8,1289533,Spencer1289533,Vlcc Insta Glow Saffron&Honey Bleach Cream - 60 Gm,,,Bleach,Bleach,
8,1289534,Spencer1289534,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
8,1289535,Spencer1289535,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
8,1289536,Spencer1289536,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
8,1289538,Spencer1289538,Ultra Radiance Tinted Souffle Spf 50 40Ml,,,SunCare,SunCare,
8,1289539,Spencer1289539,Vlcc Bw Cw Clearfx Prfctn Mask (5 Pc),,,Others,Others,
8,1295350,Spencer1295350,Antiaging Soap 3-1 Free Offer,,,Others,Others,
8,1295352,Spencer1295352,Enchanting Eye Kajal .3 Gm,,,EyeCare,EyeCare,
8,1295353,Spencer1295353,Shape Up Body Sculpting Cellulite Reduction Oil 100Ml,,,Shape UP,Shape UP,
8,1295354,Spencer1295354,Shape Up Body Sculpting Cellulite Reduction Gel 100Gm,,,Shape UP,Shape UP,
8,1295355,Spencer1295355,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
8,1295566,Spencer1295566,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
8,1302170,Spencer1302170,Vlcc Enchanting Eyes Kohl Blue.3Gm,,,EyeCare,EyeCare,
8,1305263,Spencer1305263,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
8,1305264,Spencer1305264,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
8,1316547,Spencer1316547,Vlcc Soft Ex Emulsion 100Ml,,,Others,Others,
8,1316548,Spencer1316548,Vlcc Alpha Spot Corrector 15Ml,,,Others,Others,
8,1316549,Spencer1316549,Vlcc Oil Control Emulsion 30Ml,,,Others,Others,
8,1316550,Spencer1316550,Vlcc Milky Whiteness Mask 5 Pcs,,,Others,Others,
8,1316551,Spencer1316551,Vlcc Eye Perfection Mask 5 Pcs,,,Others,Others,
8,1316552,Spencer1316552,Vlcc Gw Line Dp Mask (5Pc),,,Others,Others,
8,1316553,Spencer1316553,Vlcc Ww Pg Spot Corrector 15Ml,,,Others,Others,
8,1316554,Spencer1316554,Vlcc Gw Stem-C Tb Vw 140Ml,,,Others,Others,
8,1316555,Spencer1316555,Vlcc Ww Prfwht-Neu Exp Lgtng,,,Others,Others,
8,1316556,Spencer1316556,Vlcc Gw Stem-Cyth Cmplx 20Ml,,,Others,Others,
8,1316557,Spencer1316557,Vlcc Ew Super Eb Eye Cntr Gel 15Ml,,,Others,Others,
8,1316558,Spencer1316558,Vlcc Ew Signs Crctr Eye Msq 35Ml,,,Others,Others,
8,1316559,Spencer1316559,Vlcc Ew Spr El Pr Eye Cntr Crm 15Ml,,,Others,Others,
8,1316560,Spencer1316560,Vlcc Sw Uve Dna Dt Uv Bw 35Ml,,,Others,Others,
8,1316561,Spencer1316561,Vlcc Alpha Illmtr 30Ml,,,Others,Others,
8,1316562,Spencer1316562,Vlcc Sup Eye Brgtng Gel 15Ml,,,Others,Others,
8,1316563,Spencer1316563,Vlcc Hw Aqua Marine 24H Crm 30Ml,,,Others,Others,
8,1316564,Spencer1316564,Vlcc Gw Cream Renewal 35Ml,,,Others,Others,
8,1316565,Spencer1316565,Vlcc Cw Matte De-Bac Conc 35Ml,,,Others,Others,
8,1316566,Spencer1316566,Vlcc Alpha Opt Lgtnr 30Ml,,,Others,Others,
8,1316567,Spencer1316567,Vlcc Gentle Clsng Milk 200Ml,,,Others,Others,
8,1316568,Spencer1316568,Vlcc Gentle Wash 200Ml,,,Others,Others,
8,1330344,Spencer1330344,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
8,1330345,Spencer1330345,Vlcc Ayurveda Hair Nourishment Shampoo 350Ml,T0311-002,220,Hair Care,Ayurveda Hair Care,
8,1330346,Spencer1330346,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda SkinCare,Ayurveda SkinCare,
8,1330347,Spencer1330347,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
8,1330348,Spencer1330348,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,Hyper & Super
8,1330349,Spencer1330349,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,Hyper & Super
8,1330350,Spencer1330350,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,Hyper & Super
8,1330351,Spencer1330351,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
8,1330352,Spencer1330352,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,Hyper & Super
8,1330353,Spencer1330353,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
8,1330355,Spencer1330355,Vlcc Ayurveda Hair Fall Control Shampoo 350Ml,T0309-002,220,Hair Care,Ayurveda Hair Care,
8,1330369,Spencer1330369,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda SkinCare,Ayurveda SkinCare,
8,1330370,Spencer1330370,Vlcc Glam & Glo 10 In 1  Skin Perfector (Medium Skin Tone) 3,F0569-001,150,Skin Care,Glam Glow,
8,1330371,Spencer1330371,Vlcc Ayurveda White & Bright Glow Gel Crème,F0410-003,79,Ayurveda SkinCare,Ayurveda SkinCare,ba zstores
8,1330372,Spencer1330372,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
8,1330373,Spencer1330373,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
8,1330374,Spencer1330374,Vlcc Ayush Men Moisturiser 100 Gm,F0407-001,275,Mens Range,Mens Range,
8,1330375,Spencer1330375,Vlcc Ayush Men Shaving Gel 60Gm,F0408-001,65,Mens Range,Mens Range,
8,1330376,Spencer1330376,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
8,1330377,Spencer1330377,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
8,1330378,Spencer1330378,Vlcc Glam & Glo 10 In 1  Skin Perfector (Light To Fair) 30Ml,F0568-001,150,Skin Care,Glam Glow,
8,1333943,Spencer1333943,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
8,1333944,Spencer1333944,Vlcc Ultimo Blends Charcl Face Wash 100Gm,F0607-001,225,Skin Care,Charcoal FW,
Travel Retail,300775197,Travel Retail300775197,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
Travel Retail,1000098036,Travel Retail1000098036,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
Travel Retail,1000469216,Travel Retail1000469216,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
Travel Retail,300603129,Travel Retail300603129,Rose Face Scrub 80G,F0210-001,180,Skin Care,Scrub,
Travel Retail,108017342,Travel Retail108017342,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
Travel Retail,109001453,Travel Retail109001453,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
Travel Retail,300452928,Travel Retail300452928,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
Travel Retail,300465604,Travel Retail300465604,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
Travel Retail,300467072,Travel Retail300467072,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
Travel Retail,300467075,Travel Retail300467075,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
Travel Retail,300467220,Travel Retail300467220,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
Travel Retail,300467461,Travel Retail300467461,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
Travel Retail,300589240,Travel Retail300589240,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
Travel Retail,300693708,Travel Retail300693708,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
Travel Retail,300696585,Travel Retail300696585,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
Travel Retail,300696628,Travel Retail300696628,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
Travel Retail,300710636,Travel Retail300710636,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
Travel Retail,300710658,Travel Retail300710658,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
Travel Retail,300710677,Travel Retail300710677,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
Travel Retail,300826048,Travel Retail300826048,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
Travel Retail,300959811,Travel Retail300959811,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
Travel Retail,300959989,Travel Retail300959989,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
Travel Retail,1000061204,Travel Retail1000061204,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
Travel Retail,1000061208,Travel Retail1000061208,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
Travel Retail,1000098113,Travel Retail1000098113,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
Travel Retail,1000209063,Travel Retail1000209063,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
Travel Retail,1000260622,Travel Retail1000260622,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
Travel Retail,1000487918,Travel Retail1000487918,Rose Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
Travel Retail,1000845125,Travel Retail1000845125,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Travel Retail,1000845139,Travel Retail1000845139,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Travel Retail,1000845176,Travel Retail1000845176,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Travel Retail,1000845340,Travel Retail1000845340,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
Travel Retail,1000857867,Travel Retail1000857867,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
Travel Retail,1000857868,Travel Retail1000857868,Deep Pore Cleansing & Brightening Haldi Tulsi Facial Kit,F0383-001,200,Facial Kits,Ayurveda Single Kit,
Travel Retail,1001359742,Travel Retail1001359742,Radiance Pro Spf 30 Sun Screen Gel 50 Gm,F0437-001,265,SunCare,SunCare,
Travel Retail,1001359743,Travel Retail1001359743,3D Youth Boost Spf40 Sunscreen Gel Crème 50 Gm,F0439-001,275,SunCare,SunCare,
Travel Retail,1001388398,Travel Retail1001388398,Vlcc Ayush Men Scrub 50 Gm,F0405-001,80,Mens Range,Mens Range,
Travel Retail,1001388444,Travel Retail1001388444,Rose Face Scrub 80G,F0210-001,180,Skin Care,Scrub,
Travel Retail,1001388445,Travel Retail1001388445,Vlcc Ayush Men Face Wash 50 Gm,F0403-001,75,Mens Range,Mens Range,
Travel Retail,1001638565,Travel Retail1001638565,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
Travel Retail,1001638566,Travel Retail1001638566,Vlcc Ayush Men Moisturiser 100 Gm,F0407-001,275,Mens Range,Mens Range,
Travel Retail,1001638567,Travel Retail1001638567,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda SkinCare,Ayurveda SkinCare,
Travel Retail,1001638568,Travel Retail1001638568,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda SkinCare,Ayurveda SkinCare,
Travel Retail,1001638569,Travel Retail1001638569,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
Travel Retail,1001638570,Travel Retail1001638570,Vlcc Ayurveda White & Bright Glow Gel Crème,F0410-003,79,Ayurveda SkinCare,Ayurveda SkinCare,
Travel Retail,1001638571,Travel Retail1001638571,Vlcc Pocket Parfum - Naturel Lime,T0324-001,720,Parfum,Parfum,
Travel Retail,1001638572,Travel Retail1001638572,Vlcc Pocket Parfum - Herbal Forest,T0325-001,720,Parfum,Parfum,
Travel Retail,1001638573,Travel Retail1001638573,Vlcc Pocket Parfum - Floral Garden,T0326-001,720,Parfum,Parfum,
Travel Retail,1001638574,Travel Retail1001638574,Vlcc Pocket Parfum - Woody Forest,T0327-001,720,Parfum,Parfum,
Travel Retail,1001638575,Travel Retail1001638575,Vlcc Pocket Parfum - Musky Naturel,T0328-001,720,Parfum,Parfum,
Travel Retail,1001638576,Travel Retail1001638576,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
Travel Retail,1001638577,Travel Retail1001638577,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
Travel Retail,1001638578,Travel Retail1001638578,Cocoa Butter Lip Balm Strip Of 6,,,Lip Care,Lip Care,
Travel Retail,1001638579,Travel Retail1001638579,Strawberry Lip Balm Strip Of 6,,,Lip Care,Lip Care,
Travel Retail,1001638580,Travel Retail1001638580,Hydrating Lip Balm Strip Of 6,,,Lip Care,Lip Care,
Travel Retail,1001638581,Travel Retail1001638581,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
Travel Retail,1001638582,Travel Retail1001638582,Vlcc White & Bright Glow Hand & Body Lotion – 100Ml,,,Skin Care,Lotion,
