itemcode,fgcode,chain_id,chain name
1311013312,F0089-006,26,Airplaza Retail Holdings Private Limited
1311013313,F0167-001,26,Airplaza Retail Holdings Private Limited
1311013314,F0212-001,26,Airplaza Retail Holdings Private Limited
1311013316,F0244-006,26,Airplaza Retail Holdings Private Limited
1311013319,F0196-001,26,Airplaza Retail Holdings Private Limited
1311013320,F0032-001,26,Airplaza Retail Holdings Private Limited
1311013321,F0033-001,26,Airplaza Retail Holdings Private Limited
1311013322,F0193-005,26,Airplaza Retail Holdings Private Limited
1311013324,F0034-001,26,Airplaza Retail Holdings Private Limited
1311013326,F0199-001,26,Airplaza Retail Holdings Private Limited
1311013327,T0291-001,26,Airplaza Retail Holdings Private Limited
1311013328,F0232-001,26,Airplaza Retail Holdings Private Limited
1311013330,F0210-001,26,Airplaza Retail Holdings Private Limited
1311013331,F0201-001,26,Airplaza Retail Holdings Private Limited
1311018943,F0162-005,26,Airplaza Retail Holdings Private Limited
1311018944,F0038-001,26,Airplaza Retail Holdings Private Limited
1311018945,F0035-001,26,Airplaza Retail Holdings Private Limited
1311018946,F0306-004,26,Airplaza Retail Holdings Private Limited
1311018947,F0311-003,26,Airplaza Retail Holdings Private Limited
1311018948,F0313-003,26,Airplaza Retail Holdings Private Limited
1311018949,F0328-003,26,Airplaza Retail Holdings Private Limited
1311019092,F0367-001,26,Airplaza Retail Holdings Private Limited
1311019093,F0371-001,26,Airplaza Retail Holdings Private Limited
1311019094,F0365-001,26,Airplaza Retail Holdings Private Limited
1311019095,F0369-001,26,Airplaza Retail Holdings Private Limited
1311019286,F0429-001,26,Airplaza Retail Holdings Private Limited
1311019287,F0431-001,26,Airplaza Retail Holdings Private Limited
1311019288,F0437-001,26,Airplaza Retail Holdings Private Limited
1311019289,F0439-001,26,Airplaza Retail Holdings Private Limited
1311019290,F0036-001,26,Airplaza Retail Holdings Private Limited
1311019291,F0037-001,26,Airplaza Retail Holdings Private Limited
1311019292,F0307-004,26,Airplaza Retail Holdings Private Limited
1311019293,F0404-001,26,Airplaza Retail Holdings Private Limited
1311019294,F0405-001,26,Airplaza Retail Holdings Private Limited
1311019295,F0407-001,26,Airplaza Retail Holdings Private Limited
1311019296,F0408-001,26,Airplaza Retail Holdings Private Limited
1311019576,F0425-001,26,Airplaza Retail Holdings Private Limited
1311019577,F0409-001,26,Airplaza Retail Holdings Private Limited
1311019578,F0424-001,26,Airplaza Retail Holdings Private Limited
1311019579,F0410-003,26,Airplaza Retail Holdings Private Limited
1311019580,F0534-001,26,Airplaza Retail Holdings Private Limited
1311019625,F0310-001,26,Airplaza Retail Holdings Private Limited
1311019626,F0309-001,26,Airplaza Retail Holdings Private Limited
1311019768,F0627-001,26,Airplaza Retail Holdings Private Limited
1311019769,F0466-001,26,Airplaza Retail Holdings Private Limited
1311019771,F0547-003,26,Airplaza Retail Holdings Private Limited
1311019773,F0550-003,26,Airplaza Retail Holdings Private Limited
1311019775,F0553-003,26,Airplaza Retail Holdings Private Limited
1311019777,F0557-001,26,Airplaza Retail Holdings Private Limited
1311019778,F0559-001,26,Airplaza Retail Holdings Private Limited
1311019779,T0330-001,26,Airplaza Retail Holdings Private Limited
1311021145,F0607-001,26,Airplaza Retail Holdings Private Limited
1311021146,F0609-001,26,Airplaza Retail Holdings Private Limited
1311021147,F0465-001,26,Airplaza Retail Holdings Private Limited
1311021148,F0525-001,26,Airplaza Retail Holdings Private Limited
1311021165,F0626-001,26,Airplaza Retail Holdings Private Limited
49509,F0550-003,49,V-Mart Retail Limited
49510,F0547-003,49,V-Mart Retail Limited
49511,F0162-005,49,V-Mart Retail Limited
49512,F0534-001,49,V-Mart Retail Limited
49513,F0306-004,49,V-Mart Retail Limited
49514,F0319-002,49,V-Mart Retail Limited
49515,F0321-002,49,V-Mart Retail Limited
52188,F0320-002,49,V-Mart Retail Limited
52189,F0198-003,49,V-Mart Retail Limited
52186,F0311-003,49,V-Mart Retail Limited
52187,F0307-004,49,V-Mart Retail Limited
49516,F0369-001,49,V-Mart Retail Limited
49517,F0371-001,49,V-Mart Retail Limited
49518,F0367-001,49,V-Mart Retail Limited
49988,F0097-018,49,V-Mart Retail Limited
49989,F0409-001,49,V-Mart Retail Limited
49990,F0429-001,49,V-Mart Retail Limited
49991,F0313-003,49,V-Mart Retail Limited
49992,T0291-001,49,V-Mart Retail Limited
51125,F0626-001,49,V-Mart Retail Limited
100155977,F0428-001,3,More Retail Limited
100083603,F0431-001,3,More Retail Limited
100107909,F0438-001,3,More Retail Limited
100083198,F0440-001,3,More Retail Limited
100523894,F0313-003,3,More Retail Limited
100196368,F0214-001,3,More Retail Limited
100107693,F0193-005,3,More Retail Limited
100083171,F0194-001,3,More Retail Limited
100107932,F0212-001,3,More Retail Limited
100196360,F0162-005,3,More Retail Limited
100196276,F0217-001,3,More Retail Limited
100196282,F0218-001,3,More Retail Limited
100107697,F0215-001,3,More Retail Limited
100107907,F0097-018,3,More Retail Limited
100196376,F0099-016,3,More Retail Limited
100196374,F0094-016,3,More Retail Limited
100196296,F0096-014,3,More Retail Limited
100107695,F0095-020,3,More Retail Limited
100905367,F0356-001,3,More Retail Limited
100196388,F0357-001,3,More Retail Limited
100905369,F0355-001,3,More Retail Limited
100196422,F0319-002,3,More Retail Limited
100196420,F0320-002,3,More Retail Limited
100196382,T0291-001,3,More Retail Limited
100196268,T0001-003,3,More Retail Limited
100196386,F0038-001,3,More Retail Limited
100196410,F0036-001,3,More Retail Limited
100196412,F0035-001,3,More Retail Limited
100196392,F0037-001,3,More Retail Limited
100523896,F0306-004,3,More Retail Limited
100630963,F0311-003,3,More Retail Limited
100523898,F0307-004,3,More Retail Limited
100905379,F0367-001,3,More Retail Limited
100905377,F0371-001,3,More Retail Limited
100905375,F0365-001,3,More Retail Limited
100905373,F0369-001,3,More Retail Limited
100928914,F0383-001,3,More Retail Limited
100928910,F0384-001,3,More Retail Limited
100928912,F0385-001,3,More Retail Limited
100928916,F0386-001,3,More Retail Limited
101194559,F0404-001,3,More Retail Limited
101194557,F0406-001,3,More Retail Limited
101194555,F0534-001,3,More Retail Limited
101331855,F0547-003,3,More Retail Limited
101331853,F0550-003,3,More Retail Limited
101331851,F0553-003,3,More Retail Limited
101331849,F0557-001,3,More Retail Limited
101331847,F0559-001,3,More Retail Limited
101331841,F0465-001,3,More Retail Limited
101331845,F0627-001,3,More Retail Limited
101331843,F0525-001,3,More Retail Limited
101331839,T0330-001,3,More Retail Limited
101403295,F0568-001,3,More Retail Limited
101403293,F0569-001,3,More Retail Limited
101487472,F0609-001,3,More Retail Limited
101544975,T0303-001,3,More Retail Limited
101544973,T0304-001,3,More Retail Limited
101544971,T0305-001,3,More Retail Limited
NR104758,F0367-001,41,NYSAA RETAIL PVT.LTD.
NR104759,F0365-001,41,NYSAA RETAIL PVT.LTD.
NR104760,F0369-001,41,NYSAA RETAIL PVT.LTD.
NR104761,F0307-004,41,NYSAA RETAIL PVT.LTD.
NR104762,F0328-003,41,NYSAA RETAIL PVT.LTD.
NR104763,F0097-018,41,NYSAA RETAIL PVT.LTD.
NR104764,F0098-014,41,NYSAA RETAIL PVT.LTD.
NR104765,F0096-014,41,NYSAA RETAIL PVT.LTD.
NR104767,F0311-003,41,NYSAA RETAIL PVT.LTD.
NR104768,F0306-004,41,NYSAA RETAIL PVT.LTD.
NR104770,F0158-004,41,NYSAA RETAIL PVT.LTD.
NR104772,F0099-016,41,NYSAA RETAIL PVT.LTD.
NR104773,F0094-016,41,NYSAA RETAIL PVT.LTD.
NR104774,F0193-005,41,NYSAA RETAIL PVT.LTD.
NR104775,F0162-005,41,NYSAA RETAIL PVT.LTD.
NR104777,F0313-003,41,NYSAA RETAIL PVT.LTD.
NR104778,F0319-002,41,NYSAA RETAIL PVT.LTD.
NR108827,F0038-001,41,NYSAA RETAIL PVT.LTD.
NR108902,F0313-003,41,NYSAA RETAIL PVT.LTD.
NR132800,F0311-003,41,NYSAA RETAIL PVT.LTD.
NR153277,F0311-003,41,NYSAA RETAIL PVT.LTD.
NR151803,F0307-004,41,NYSAA RETAIL PVT.LTD.
NR151804,F0306-004,41,NYSAA RETAIL PVT.LTD.
NR151805,T0291-001,41,NYSAA RETAIL PVT.LTD.
